"CAGDP9 Real GDP by county and metropolitan area 1/"
"Real GDP: All industry total (Thousands of chained 2012 dollars)" 
"Bureau of Economic Analysis" 
"County"
"GeoFips","GeoName","2016","2017","2018","2019","2020"
"39027","Clinton, OH",1886994,1984665,2019267,2009028,2048613
"39029","Columbiana, OH",2886329,2793049,2814127,2838421,2758245
"39031","Coshocton, OH",1447095,1369703,1386831,1275315,1205966
"39033","Crawford, OH",1264691,1226572,1171211,1205130,1216192
"39035","Cuyahoga, OH",83055593,84087862,86185278,88091046,84383428
"39037","Darke, OH",1878395,2053785,2208937,1940431,1940795
"39039","Defiance, OH",1754758,1646256,1577380,1610831,1536951
"39041","Delaware, OH",9786963,10356615,10831487,11647346,11274459
"39043","Erie, OH",4866115,4762074,4655000,4188165,3769927
"39045","Fairfield, OH",3914380,4011064,3966455,4149898,4073207
"39047","Fayette, OH",2354601,2526459,2355312,2038357,1986546
"39049","Franklin, OH",84022977,85753201,87171842,88618482,86194577
"39051","Fulton, OH",1958583,1911028,1859029,1860781,1868269
"39053","Gallia, OH",2098699,2195782,2077652,2005567,1868859
"39055","Geauga, OH",3901449,3864750,4020499,4002891,3780735
"39057","Greene, OH",8530552,8819506,8902940,9224293,9121742
"39059","Guernsey, OH",1960015,2003545,2053673,2184402,2145218
"39061","Hamilton, OH",66953946,66763224,67257032,69804258,66910714
"39063","Hancock, OH",5333828,5047483,4941427,4911907,4780606
"39065","Hardin, OH",845545,825589,889159,854811,835346
"39067","Harrison, OH",1561917,1294462,1136469,1337127,1611542
"39069","Henry, OH",1231872,1154866,1129785,1320270,1355144
"39071","Highland, OH",1006817,1075175,1108399,1146696,1180298
"39073","Hocking, OH",564903,596908,578498,586180,555031
"39075","Holmes, OH",2026446,2192870,2304883,2328710,2239477
"39077","Huron, OH",1983860,1991887,2096608,2067631,2035399
"39079","Jackson, OH",933157,958539,916199,913403,898709
"39081","Jefferson, OH",3182919,3206593,3065900,3384444,3572287
"39083","Knox, OH",1921773,1955597,1999167,1964283,1855894
"39085","Lake, OH",10259635,10105291,10309011,10484808,10053819
"39087","Lawrence, OH",1703346,1529672,1525171,1638420,1631209
"39089","Licking, OH",5460714,5563357,5780372,6139993,6257202
"39091","Logan, OH",1843622,1900499,1928256,1907541,1815461
"39093","Lorain, OH",9512663,9611980,9631291,9796854,9335436
"39095","Lucas, OH",22939142,22929206,23707958,24340091,22941301
"39097","Madison, OH",1659481,1745657,1721241,1731246,1776490
"39099","Mahoning, OH",8384625,8336144,8416419,8612788,8155579
"39101","Marion, OH",2581809,2592096,2604609,2566570,2489062
"39103","Medina, OH",6824044,6918915,7096025,7019210,6753073
"39105","Meigs, OH",348540,339822,344453,361413,350571
"39107","Mercer, OH",2270439,2344872,2568617,2250202,2137789
"39109","Miami, OH",3793276,3997920,4014513,4018925,3906238
"39111","Monroe, OH",1319200,1186103,1277021,1579379,1903236
"39113","Montgomery, OH",24912021,25488013,26322069,26948046,25742853
"39115","Morgan, OH",269485,282312,276643,300694,293072
"39117","Morrow, OH",652297,584448,594575,630316,626284
"39119","Muskingum, OH",3425701,3454763,3413815,3504413,3443837
"39121","Noble, OH",845727,726422,637459,644760,639985
"39123","Ottawa, OH",1863420,1911187,1867184,1919152,1852975
"39125","Paulding, OH",457495,514346,550399,544869,587033
"39127","Perry, OH",683456,741984,703449,693234,681933
"39129","Pickaway, OH",1529978,1561752,1556374,1626336,1678770
"39131","Pike, OH",939949,1059580,1047161,1030400,978095
"39133","Portage, OH",5523202,5756314,5850218,5815430,5506420
"39135","Preble, OH",997827,1034661,1074521,1055478,1084205
"39137","Putnam, OH",1148589,1182465,1170297,1155047,1167050
"39139","Richland, OH",4187219,4203503,4291477,4260557,4123753
"39141","Ross, OH",2413085,2463327,2515853,2567438,2523898
"39143","Sandusky, OH",2736344,2812772,2797788,2717892,2625496
"39145","Scioto, OH",2652447,2647915,2643653,2836436,2764067
"39147","Seneca, OH",1806213,1706793,1714488,1812006,1778907
"39149","Shelby, OH",2876302,2905417,2931431,2944859,2935017
"39151","Stark, OH",15386347,15643911,15532965,15521319,14740183
"39153","Summit, OH",26724184,26882963,27426609,27899611,26380899
"39155","Trumbull, OH",6875338,6585996,6571986,6629083,6362685
"39157","Tuscarawas, OH",3433643,3535349,3486929,3516060,3402812
"39159","Union, OH",3550153,3923099,4048976,4068912,4032266
"39161","Van Wert, OH",1211134,1270095,1307235,1207761,1153876
"39163","Vinton, OH",247115,245560,271338,281099,245083
"39165","Warren, OH",10082509,10360090,10711645,11575795,11261878
"39167","Washington, OH",3393421,3214025,3108889,3285666,3203014
"39169","Wayne, OH",5191946,5528286,5747131,5994369,5736871
"39171","Williams, OH",1606547,1605415,1601670,1683211,1592910
"39173","Wood, OH",6212374,6338803,6563127,6878112,6750394
"39175","Wyandot, OH",855960,898784,955506,961513,935799
"40001","Adair, OK",425926,419018,452430,417867,402076
"40003","Alfalfa, OK",286747,233965,258773,242968,266880
"40005","Atoka, OK",302545,310916,298291,289100,276031
"40007","Beaver, OK",323031,374666,401625,411176,397573
"40009","Beckham, OK",1082240,1121886,1190956,1091816,941075
"40011","Blaine, OK",324928,350070,346487,456452,391939
"40013","Bryan, OK",1318083,1416615,1429453,1481548,1564446
"40015","Caddo, OK",750430,793428,805958,766531,759137
"40017","Canadian, OK",3507437,3717352,4466605,4217922,3694961
"40019","Carter, OK",2665372,2808689,2807590,2943404,2766599
"40021","Cherokee, OK",1058299,1056620,1065134,1096576,1172115
"40023","Choctaw, OK",410671,415989,366669,326547,307780
"40025","Cimarron, OK",288026,277846,253437,234904,246093
"40027","Cleveland, OK",7360597,7375684,7538036,7509821,7355457
"40029","Coal, OK",125099,126924,128087,150066,133106
"40031","Comanche, OK",4659909,4567074,4530048,4496998,4406809
"40033","Cotton, OK",138096,132893,134319,148526,145749
"40035","Craig, OK",431324,429554,436178,433544,404801
"40037","Creek, OK",1786273,1766604,1854088,1919876,1818746
"40039","Custer, OK",1407881,1445777,1465865,1569782,1469946
"40041","Delaware, OK",854869,905411,913502,878172,820135
"40043","Dewey, OK",279704,266282,285931,320634,284306
"40045","Ellis, OK",235558,261344,259497,255649,246303
"40047","Garfield, OK",4600186,3214414,3188891,3154279,2995193
"40049","Garvin, OK",1278284,1317787,1298046,1446603,1362901
"40051","Grady, OK",1228576,1241774,1314806,1550640,1443458
"40053","Grant, OK",335467,376174,353278,438731,469803
"40055","Greer, OK",108238,98385,94676,95452,104201
"40057","Harmon, OK",97803,92955,78550,89148,93478
"40059","Harper, OK",265143,298498,315194,272543,248252
"40061","Haskell, OK",383325,347408,344184,344715,305195
"40063","Hughes, OK",505835,546362,612044,601288,578905
"40065","Jackson, OK",918767,945142,903289,979448,977675
"40067","Jefferson, OK",148014,125387,123679,111155,121582
"40069","Johnston, OK",344744,363266,378586,357122,332179
"40071","Kay, OK",1602586,1614374,1641887,1639011,1606477
"40073","Kingfisher, OK",903357,942371,1073386,1222666,1159408
"40075","Kiowa, OK",260359,242973,214558,246785,267052
"40077","Latimer, OK",450670,378032,355570,342772,321688
"40079","Le Flore, OK",1311465,1384280,1395159,1313348,1234131
"40081","Lincoln, OK",673649,655980,709277,755043,713501
"40083","Logan, OK",632920,645493,673763,683730,668209
"40085","Love, OK",401515,413071,415690,406828,415488
"40087","McClain, OK",956962,975319,1005324,1065980,1031977
"40089","McCurtain, OK",986537,1026083,965839,951348,928094
"40091","McIntosh, OK",323151,312394,315428,340975,325690
"40093","Major, OK",336078,333833,366360,391866,373080
"40095","Marshall, OK",377102,388715,415290,434395,430269
"40097","Mayes, OK",1550725,1484328,1682800,1726329,1707282
"40099","Murray, OK",479738,498795,501511,501021,469564
"40101","Muskogee, OK",2904791,2911492,2705574,2575597,2534482
"40103","Noble, OK",568783,578410,625542,618191,539282
"40105","Nowata, OK",177183,178571,177567,180998,191244
"40107","Okfuskee, OK",197738,182995,197610,211732,190090
"40109","Oklahoma, OK",64459238,64919261,65084694,65949046,62368364
"40111","Okmulgee, OK",775525,764225,754290,752133,759754
"40113","Osage, OK",1333304,962487,941386,949206,937508
"40115","Ottawa, OK",914872,934460,931630,937403,899940
"40117","Pawnee, OK",352157,356634,364224,370212,351578
"40119","Payne, OK",2892500,2869372,2992139,3090988,2957025
"40121","Pittsburg, OK",1615385,1642356,1739443,1718930,1532975
"40123","Pontotoc, OK",1632075,1691632,1750507,1797809,1767778
"40125","Pottawatomie, OK",1968753,2011024,1991591,2087322,1913275
"40127","Pushmataha, OK",214335,203530,195748,194806,202974
"40129","Roger Mills, OK",155817,144122,129960,131089,131860
"40131","Rogers, OK",2783547,2828301,2975225,3002177,2760656
"40133","Seminole, OK",660510,623521,659099,696527,675733
"40135","Sequoyah, OK",640617,645017,635683,708602,687182
"40137","Stephens, OK",1484363,1458381,1476061,1531147,1421533
"40139","Texas, OK",2016703,2021047,2046664,2065674,1924425
"40141","Tillman, OK",159009,186787,167876,200036,169453
"40143","Tulsa, OK",42605866,44246462,45671131,46402824,44021322
"40145","Wagoner, OK",1150024,1127524,1148588,1210016,1227918
"40147","Washington, OK",8316579,8171068,7470937,8071322,7628193
"40149","Washita, OK",204728,213353,207416,229878,223566
"40151","Woods, OK",961614,715720,673575,924107,887844
"40153","Woodward, OK",1168012,1141108,1159818,1141278,1041925
"41001","Baker, OR",564280,545240,552337,570733,566584
"41003","Benton, OR",3872863,4007832,4226017,4245769,4142751
"41005","Clackamas, OR",17523942,18383718,19454358,19744336,19207370
"41007","Clatsop, OR",1586897,1651296,1703182,1681997,1578795
"41009","Columbia, OR",1161188,1202428,1174317,1217766,1189843
"41011","Coos, OR",1950261,2048089,2082330,2160263,2086925
"41013","Crook, OR",692568,717151,751475,787352,803303
"41015","Curry, OR",545725,567793,579570,603039,596901
"41017","Deschutes, OR",7793418,8461730,8829167,9284048,9133234
"41019","Douglas, OR",3165780,3259380,3269443,3310833,3265863
"41021","Gilliam, OR",240405,227230,229492,232782,277859
"41023","Grant, OR",235614,242517,241509,234926,238731
"41025","Harney, OR",250241,236322,252198,264222,273806
"41027","Hood River, OR",1035129,1069114,1182023,1149057,1103382
"41029","Jackson, OR",7719838,8077825,8211096,8350110,8072936
"41031","Jefferson, OR",600528,613474,683701,705541,683962
"41033","Josephine, OR",2243805,2397785,2508606,2670798,2563401
"41035","Klamath, OR",2089601,2116429,2156776,2203273,2131403
"41037","Lake, OR",305129,249862,293178,300170,312703
"41039","Lane, OR",13720469,14182451,14578638,14544223,13941445
"41041","Lincoln, OR",1603988,1676793,1727661,1670338,1543045
"41043","Linn, OR",4202318,4178035,4442516,4510279,4415386
"41045","Malheur, OR",1238181,1258787,1264349,1266511,1256863
"41047","Marion, OR",13126934,13648902,14344757,14729542,14433882
"41049","Morrow, OR",1366724,1436770,1454361,1551074,1453451
"41051","Multnomah, OR",55284411,57351348,60134308,61251557,57848205
"41053","Polk, OR",1613471,1755606,1833262,1856307,1842234
"41055","Sherman, OR",600566,584195,542041,493930,523560
"41057","Tillamook, OR",955921,1070246,1138479,1140547,1082894
"41059","Umatilla, OR",2998978,2889727,3010969,3068525,3039111
"41061","Union, OR",850924,874171,855351,906884,888849
"41063","Wallowa, OR",301982,333917,302366,319951,300927
"41065","Wasco, OR",1271054,1236139,1335403,1464139,1659771
"41067","Washington, OR",42210125,43916435,46433081,47505126,47047566
"41069","Wheeler, OR",29829,36403,33455,28627,29155
"41071","Yamhill, OR",3140738,3239751,3437983,3496552,3456260
"42001","Adams, PA",3539697,3693050,3596670,3533399,3371677
"42003","Allegheny, PA",84788471,87626665,91053999,92679155,88357285
"42005","Armstrong, PA",2194190,2271303,2239654,2181021,1986395
"42007","Beaver, PA",6190627,6219547,6260353,6696675,6327316
"42009","Bedford, PA",1389336,1468760,1451744,1458105,1346262
"42011","Berks, PA",18542071,18630058,18762685,18821349,17992564
"42013","Blair, PA",5299465,5410493,5448295,5569660,5309986
"42015","Bradford, PA",3959645,4055052,3765125,4139909,4083492
"42017","Bucks, PA",31476485,31963010,32069423,32056346,30353645
"42019","Butler, PA",9900145,9951867,10029026,10498745,10266457
"42021","Cambria, PA",4359832,4373416,4372533,4355292,4281428
"42023","Cameron, PA",245765,250960,196026,187563,222112
"42025","Carbon, PA",2287694,2323583,2426665,2421193,2358541
"42027","Centre, PA",7903784,8047187,8054819,8146866,7697375
"42029","Chester, PA",39203515,39590970,41285298,41680136,40528345
"42031","Clarion, PA",1137090,1146944,1147972,1167936,1101756
"42033","Clearfield, PA",2488102,2584483,2615527,2654464,2538760
"42035","Clinton, PA",1547623,1524607,1494037,1627259,1504694
"42037","Columbia, PA",2272346,2317133,2275492,2331480,2206357
"42039","Crawford, PA",2851767,2852356,2908875,2890055,2748233
"42041","Cumberland, PA",13824501,13894419,14393789,15021849,14341823
"42043","Dauphin, PA",20312249,20174810,20420984,20896156,19732682
"42045","Delaware, PA",30398390,30964607,31709548,32541633,30084204
"42047","Elk, PA",1420159,1461757,1502985,1502305,1358600
"42049","Erie, PA",10807141,10520368,10628198,10774020,10149365
"42051","Fayette, PA",4062666,4122741,4324800,4451439,4112114
"42053","Forest, PA",240975,231893,225625,231469,226818
"42055","Franklin, PA",5395091,5832673,5832323,5794152,5439106
"42057","Fulton, PA",587019,608879,647017,661972,570774
"42059","Greene, PA",3562911,3440066,3369817,3610010,3468378
"42061","Huntingdon, PA",1279780,1267443,1251056,1261792,1177114
"42063","Indiana, PA",3892923,3906213,3903503,3898364,3403170
"42065","Jefferson, PA",1444496,1498088,1533380,1546964,1416151
"42067","Juniata, PA",689978,749164,782243,766389,727860
"42069","Lackawanna, PA",8701999,8821303,9000962,9105401,8666995
"42071","Lancaster, PA",25541837,26669150,27056710,27221966,25958178
"42073","Lawrence, PA",2859402,2908581,2935372,2888592,2858635
"42075","Lebanon, PA",5268718,5436604,5609912,5646467,5551749
"42077","Lehigh, PA",20541387,20516088,20785134,22026218,21044010
"42079","Luzerne, PA",14166688,13998774,14013466,14304135,13472548
"42081","Lycoming, PA",5805766,5911135,5822349,5863791,5666885
"42083","McKean, PA",2029255,2146930,2175298,2111900,2339941
"42085","Mercer, PA",4051994,4128566,4138446,4119015,3889575
"42087","Mifflin, PA",1574413,1590395,1604551,1650740,1685055
"42089","Monroe, PA",6483836,6813003,6613226,6805911,6513320
"42091","Montgomery, PA",70518550,70251887,70821735,72843397,70760003
"42093","Montour, PA",1791902,1781463,1790984,1801234,1786075
"42095","Northampton, PA",13547839,13958501,14078275,14450931,13907705
"42097","Northumberland, PA",2672426,2673139,2577410,2767067,2760257
"42099","Perry, PA",882445,893309,921296,898805,856862
"42101","Philadelphia, PA",102974818,100185141,101183822,101583536,96798534
"42103","Pike, PA",1310405,1287771,1315549,1325741,1235450
"42105","Potter, PA",879735,916899,939647,970446,907942
"42107","Schuylkill, PA",4556271,4588041,4577842,4655557,4481675
"42109","Snyder, PA",1290711,1384325,1514774,1480647,1430751
"42111","Somerset, PA",2332683,2426039,2458868,2472106,2333065
"42113","Sullivan, PA",425892,456189,392511,416371,414517
"42115","Susquehanna, PA",3440600,3366252,3036336,3382829,3443728
"42117","Tioga, PA",1708918,1700286,1677080,1837795,1776731
"42119","Union, PA",1666394,1660922,1703260,1727604,1717297
"42121","Venango, PA",1768416,1807462,1812641,1851359,1800776
"42123","Warren, PA",1721322,1684250,1667061,1695807,1749534
"42125","Washington, PA",12537171,12675086,12944554,12850426,12061212
"42127","Wayne, PA",1583066,1639313,1683123,1700481,1619233
"42129","Westmoreland, PA",13352423,13603673,13746051,14007579,13153585
"42131","Wyoming, PA",1923043,1906360,1823809,1871231,1850019
"42133","York, PA",18853280,19260349,19116992,19507531,18431611
"44001","Bristol, RI",1678001,1676676,1670975,1683750,1630777
"44003","Kent, RI",8445779,8577292,8475224,8560577,8093710
"44005","Newport, RI",5305173,5417262,5389251,5613667,5512165
"44007","Providence, RI",31167259,30987022,30706750,31288217,30286292
"44009","Washington, RI",6303905,5950997,6252024,6079187,5891347
"45001","Abbeville, SC",547262,545937,562257,555357,561959
"45003","Aiken, SC",5992787,6122052,6231941,6322998,6171065
"45005","Allendale, SC",253543,264908,260855,242846,241494
"45007","Anderson, SC",5951349,6091904,6334799,6476827,6438961
"45009","Bamberg, SC",318653,303872,300774,303952,307948
"45011","Barnwell, SC",443895,430652,467419,457005,428339
"45013","Beaufort, SC",6778851,6708651,7016649,7240257,7165794
"45015","Berkeley, SC",6926390,7061462,7479375,7687113,7636688
"45017","Calhoun, SC",514247,504172,485267,559099,550583
"45019","Charleston, SC",26514893,26954750,27581504,28844174,27712434
"45021","Cherokee, SC",1580635,1561816,1631580,1615774,1581424
"45023","Chester, SC",931324,949027,996726,1052713,1038313
"45025","Chesterfield, SC",1428331,1429151,1428711,1467660,1372890
"45027","Clarendon, SC",556398,544164,561411,553768,551367
"45029","Colleton, SC",825229,839643,855162,845706,840543
"45031","Darlington, SC",2391706,2411381,2395518,2464190,2439294
"45033","Dillon, SC",695628,663936,696883,713866,690522
"45035","Dorchester, SC",3113208,3216229,3450429,3519077,3499327
"45037","Edgefield, SC",562067,594743,558062,548775,544576
